# Field minima and maxima
# Time       	field        	min          	position(min)	processor    	max          	position(max)	processor    
0.151032     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.160826     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.170619     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.180413     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.190206     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.2          	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.209524     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.219048     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.228571     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.238095     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.247619     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.257143     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.266667     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.27619      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.285714     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.295238     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.304762     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.314286     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.32381      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.333333     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.342857     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.352381     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.361905     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.371429     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.380952     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.390476     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.4          	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.409524     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.419048     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.428571     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.438095     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.447619     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.457143     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.466667     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.47619      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.485714     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.495238     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.504762     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.514286     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.52381      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.533333     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.542857     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.552381     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.561905     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.571429     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.580952     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.590476     	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.6          	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.61         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.62         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.63         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.64         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.65         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.66         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.67         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.68         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.69         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.7          	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.71         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.72         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.73         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.74         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.75         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.76         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.77         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.78         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.79         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.8          	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.81         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.82         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.83         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.84         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.85         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.86         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.87         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.88         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.89         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.9          	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.91         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.92         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.93         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.94         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.95         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.96         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.97         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.98         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
0.99         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
1            	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.000000e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
1.00952      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.006349e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
1.01905      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.012698e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
1.02857      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.019048e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
1.0381       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.025397e-01	(-7.333707e-03 -7.333707e-03 0.000000e+00)	0
1.04762      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.431579e-01	(0.000000e+00 -1.100056e-02 6.600000e-03)	0
1.05714      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.949580e-01	(0.000000e+00 0.000000e+00 1.980000e-02)	0
1.06667      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.336576e-01	(0.000000e+00 0.000000e+00 1.980000e-02)	0
1.07619      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.489126e-01	(0.000000e+00 0.000000e+00 1.980000e-02)	0
1.08571      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.327050e-01	(0.000000e+00 -1.100056e-02 6.600000e-03)	0
1.09524      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.281826e-01	(0.000000e+00 -1.100056e-02 6.600000e-03)	0
1.10476      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.937081e-01	(0.000000e+00 -1.100056e-02 6.600000e-03)	0
1.11429      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.037718e-01	(0.000000e+00 -1.440183e-02 6.600000e-03)	0
1.12381      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.104007e-01	(0.000000e+00 -1.440183e-02 6.600000e-03)	0
1.13333      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.195313e-01	(0.000000e+00 -2.336415e-02 6.600000e-03)	0
1.14286      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.081966e-01	(0.000000e+00 -1.743316e-02 6.600000e-03)	0
1.15238      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.907749e-01	(0.000000e+00 -1.743316e-02 6.600000e-03)	0
1.1619       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.034944e-01	(0.000000e+00 -2.912183e-02 6.600000e-03)	0
1.17143      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.020183e-01	(0.000000e+00 -2.912183e-02 6.600000e-03)	0
1.18095      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.945401e-01	(0.000000e+00 -2.912183e-02 6.600000e-03)	0
1.19048      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.979511e-01	(0.000000e+00 -2.336415e-02 6.600000e-03)	0
1.2          	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.004817e-01	(0.000000e+00 -2.336415e-02 6.600000e-03)	0
1.21         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.082144e-01	(0.000000e+00 -3.471017e-02 6.600000e-03)	0
1.22         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.167628e-01	(0.000000e+00 -3.471017e-02 6.600000e-03)	0
1.23         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.099675e-01	(0.000000e+00 -3.717555e-02 6.600000e-03)	0
1.24         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.511195e-01	(0.000000e+00 -4.091751e-02 6.600000e-03)	0
1.24941      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.854141e-01	(0.000000e+00 -4.091751e-02 6.600000e-03)	0
1.25827      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.422454e-01	(0.000000e+00 -4.091751e-02 6.600000e-03)	0
1.26661      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.860928e-01	(0.000000e+00 -4.615681e-02 6.600000e-03)	0
1.2755       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.952705e-01	(0.000000e+00 -4.615681e-02 6.600000e-03)	0
1.28508      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.414094e-01	(0.000000e+00 -3.717555e-02 6.600000e-03)	0
1.29465      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.558157e-01	(0.000000e+00 -5.146898e-02 6.600000e-03)	0
1.30423      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.271896e-01	(-7.333707e-03 7.333707e-03 6.600000e-03)	0
1.31381      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.865458e-01	(-7.333707e-03 7.333707e-03 6.600000e-03)	0
1.32338      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.763943e-01	(0.000000e+00 7.333707e-03 6.600000e-03)	0
1.33296      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	8.857104e-01	(0.000000e+00 7.333707e-03 6.600000e-03)	0
1.34254      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	6.045410e-01	(0.000000e+00 7.333707e-03 6.600000e-03)	0
1.35212      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.863772e+00	(0.000000e+00 0.000000e+00 6.600000e-03)	0
1.36169      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.787707e+00	(-3.666854e-03 0.000000e+00 6.600000e-03)	0
1.36935      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.353606e+00	(0.000000e+00 0.000000e+00 6.600000e-03)	0
1.37702      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.519608e+00	(-3.666854e-03 0.000000e+00 6.600000e-03)	0
1.38468      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.813426e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
1.38851      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.995165e+00	(0.000000e+00 3.666854e-03 1.980000e-02)	0
1.39234      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.653754e+00	(-3.666854e-03 0.000000e+00 1.980000e-02)	0
1.39617      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.031383e+00	(0.000000e+00 -3.666854e-03 1.980000e-02)	0
1.4          	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.176303e+00	(-3.666854e-03 -3.666854e-03 1.980000e-02)	0
1.40435      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.823720e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
1.40936      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.362938e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
1.41497      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.701312e+00	(-3.666854e-03 0.000000e+00 3.300000e-02)	0
1.42114      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.740018e+00	(0.000000e+00 -3.666854e-03 3.300000e-02)	0
1.42802      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.535338e+00	(-3.666854e-03 -3.666854e-03 3.300000e-02)	0
1.43584      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.441483e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
1.44448      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.382882e+00	(-3.666854e-03 0.000000e+00 4.620000e-02)	0
1.45362      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.331376e+00	(-3.666854e-03 -3.666854e-03 4.620000e-02)	0
1.46338      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.295607e+00	(-3.666854e-03 -3.666854e-03 4.620000e-02)	0
