#  Lettau, H. (1950).
#  A re-examination of the “Leipzig wind profile” considering some
#  relations between wind and turbulence in the frictional layer.
#  Tellus, 2(2), 125-129.
#  DOI:10.3402/tellusa.v2i2.8534
#
#  Koblitz, T. (2013).
#  CFD Modeling of Non-Neutral Atmospheric Boundary Layer Conditions.
#  DTU Wind Energy. DTU Wind Energy PhD, No. 0019(EN).
#  Figure 4.1
## u    z
10.5946 97.6744
11.7838 146.512
12.6486 209.302
13.6216 258.14
14.2703 293.023
14.8108 348.837
15.6757 397.674
16.4324 453.488
16.7568 502.326
17.4054 551.163
17.6216 600
17.9459 655.814
18.2703 704.651
18.3784 746.512
18.5946 802.326
18.7027 865.116
18.7027 865.116
## v    z
1.66276 947.331
2.00115 892.363
2.35544 854.784
2.61341 799.676
2.95172 751.652
3.19357 699.989
3.46747 658.798
3.74155 600.246
3.99944 552.082
4.25741 496.975
4.56363 441.951
4.6     49.6528
4.80535 400.704
4.8567  112.598
4.96882 157.932
4.99894 348.956
5.0488  199.737
5.08    290.069
5.08041 251.876
