#NASA wall-mounted hump experimental data
# variables="x/c","y/c","u/Uinf","v/Uinf","uu/Uinf^2","vv/Uinf^2","uv/Uinf^2"
# zone t="exp, x/c=1.1"
 1.099707484E+00 1.650467962E-01 1.084640265E+00 -1.300181299E-01 7.250818890E-04 1.261308440E-03 6.919709995E-05
 1.099707484E+00 1.625663340E-01 1.084919691E+00 -1.322703660E-01 6.967606605E-04 1.251222100E-03 4.175966387E-05
 1.099707484E+00 1.600858569E-01 1.084738493E+00 -1.318854392E-01 6.779177347E-04 1.259960234E-03 1.858899304E-05
 1.099707484E+00 1.577961892E-01 1.083399653E+00 -1.306033581E-01 7.118580979E-04 1.310289372E-03 -1.124327582E-06
 1.099707484E+00 1.553157270E-01 1.081502914E+00 -1.301895976E-01 7.941294461E-04 1.394656487E-03 -4.072722368E-05
 1.099707484E+00 1.528352499E-01 1.079902172E+00 -1.305407435E-01 9.026821353E-04 1.477150945E-03 -1.104564217E-04
 1.099707484E+00 1.503547728E-01 1.077853799E+00 -1.316351742E-01 1.060960931E-03 1.538476092E-03 -1.958618668E-04
 1.099707484E+00 1.478743106E-01 1.073789597E+00 -1.329398304E-01 1.290809130E-03 1.615984482E-03 -2.846946009E-04
 1.099707484E+00 1.453938335E-01 1.069460034E+00 -1.332454383E-01 1.576715731E-03 1.763943001E-03 -3.907698265E-04
 1.099707484E+00 1.429133713E-01 1.065674543E+00 -1.330411285E-01 1.892531407E-03 1.964183757E-03 -5.234680721E-04
 1.099707484E+00 1.406236887E-01 1.061381340E+00 -1.332623661E-01 2.221466741E-03 2.158245305E-03 -6.535993889E-04
 1.099707484E+00 1.381432265E-01 1.055228472E+00 -1.340874583E-01 2.562930575E-03 2.379368758E-03 -7.568136207E-04
 1.099707484E+00 1.356627494E-01 1.048532128E+00 -1.345337331E-01 2.962295664E-03 2.701830119E-03 -8.525869926E-04
 1.099707484E+00 1.331822872E-01 1.041480303E+00 -1.354981214E-01 3.462038701E-03 3.102007322E-03 -9.606368258E-04
 1.099707484E+00 1.307017952E-01 1.033528447E+00 -1.368696243E-01 3.992218524E-03 3.490565810E-03 -1.070150989E-03
 1.099707484E+00 1.282213330E-01 1.023685217E+00 -1.392688453E-01 4.532219842E-03 3.854254261E-03 -1.156294020E-03
 1.099707484E+00 1.257408559E-01 1.013271809E+00 -1.413606405E-01 5.180036183E-03 4.267158918E-03 -1.194069278E-03
 1.099707484E+00 1.234511957E-01 1.003292561E+00 -1.433900893E-01 5.917089060E-03 4.739735741E-03 -1.212316682E-03
 1.099707484E+00 1.209707260E-01 9.939795732E-01 -1.450504661E-01 6.598072127E-03 5.173122510E-03 -1.310901600E-03
 1.099707484E+00 1.184902489E-01 9.838889241E-01 -1.466632783E-01 7.153178565E-03 5.485933740E-03 -1.552076545E-03
 1.099707484E+00 1.160097793E-01 9.734282494E-01 -1.475249976E-01 7.758488879E-03 5.767374299E-03 -1.910332008E-03
 1.099707484E+00 1.135293022E-01 9.614465833E-01 -1.483839601E-01 8.793211542E-03 6.182906218E-03 -2.375381766E-03
 1.099707484E+00 1.110488325E-01 9.485991001E-01 -1.487458944E-01 1.035698783E-02 6.705481093E-03 -3.013876965E-03
 1.099707484E+00 1.085683629E-01 9.339503646E-01 -1.490166634E-01 1.217466779E-02 7.152707782E-03 -3.780350788E-03
 1.099707484E+00 1.062786952E-01 9.201508760E-01 -1.505030990E-01 1.417316217E-02 7.516949438E-03 -4.412130453E-03
 1.099707484E+00 1.037982181E-01 9.040971398E-01 -1.526021659E-01 1.641346514E-02 8.122338913E-03 -4.827799741E-03
 1.099707484E+00 1.013177484E-01 8.876494765E-01 -1.529673338E-01 1.857344061E-02 9.205380455E-03 -5.263948813E-03
 1.099707484E+00 9.883727878E-02 8.692710996E-01 -1.529176533E-01 2.034627087E-02 1.045697927E-02 -5.845837761E-03
 1.099707484E+00 9.635680914E-02 8.494573236E-01 -1.518723518E-01 2.201423049E-02 1.139499247E-02 -6.501256954E-03
 1.099707484E+00 9.387633204E-02 8.286986947E-01 -1.512451321E-01 2.381985262E-02 1.203707140E-02 -7.270168513E-03
 1.099707484E+00 9.139586240E-02 8.090040684E-01 -1.505756676E-01 2.570568025E-02 1.293685939E-02 -8.346606046E-03
 1.099707484E+00 8.891538531E-02 7.888208628E-01 -1.505248249E-01 2.789909951E-02 1.441242825E-02 -9.714624844E-03
 1.099707484E+00 8.662572503E-02 7.701061368E-01 -1.496627182E-01 3.066637553E-02 1.616646349E-02 -1.110819541E-02
 1.099707484E+00 8.414524794E-02 7.480668426E-01 -1.501975954E-01 3.384761885E-02 1.781320386E-02 -1.240261551E-02
 1.099707484E+00 8.166477829E-02 7.232893705E-01 -1.504473686E-01 3.712942079E-02 1.929876953E-02 -1.375269517E-02
 1.099707484E+00 7.918430865E-02 6.958854198E-01 -1.480645090E-01 4.054223001E-02 2.075782605E-02 -1.531417482E-02
 1.099707484E+00 7.670383155E-02 6.685619950E-01 -1.442751437E-01 4.414094612E-02 2.204731479E-02 -1.692946069E-02
 1.099707484E+00 7.422336191E-02 6.425257921E-01 -1.420938522E-01 4.764521495E-02 2.288685925E-02 -1.829955913E-02
 1.099707484E+00 7.174289227E-02 6.167863607E-01 -1.419761032E-01 5.063270405E-02 2.339247428E-02 -1.929845475E-02
 1.099707484E+00 6.945322454E-02 5.927904844E-01 -1.409926862E-01 5.241854489E-02 2.403535694E-02 -2.002093010E-02
 1.099707484E+00 6.697274745E-02 5.660642982E-01 -1.385198236E-01 5.275905505E-02 2.537265606E-02 -2.076303400E-02
 1.099707484E+00 6.449227780E-02 5.369784236E-01 -1.354607195E-01 5.275826529E-02 2.737832069E-02 -2.179890312E-02
 1.099707484E+00 6.201180443E-02 5.075975060E-01 -1.317515969E-01 5.367829278E-02 2.904713713E-02 -2.310108952E-02
