# NASA wall-mounted hump experimental data
# Baseline CFD Test Case: Centerspan Mean Cf		                                  
# value range = Cf +- Uncertainty(C_f)
# variables="x","cf","Uncertainty(C_f)"
# zone, t="hump exp data"
   -0.0700    0.00123    0.00009 
   -0.0600    0.00106    0.00004 
   -0.0500    0.00096    0.00003 
   -0.0400    0.00085    0.00003 
   -0.0300    0.00072    0.00002 
   -0.0200    0.00056    0.00003 
   -0.0100    0.00044    0.00003 
    0.0000    0.00035    0.00002 
    0.0100    0.00055    0.00008 
    0.0200    0.00078    0.00007 
    0.0300    0.00106    0.00014 
    0.0700    0.00351    0.00054 
    0.0800    0.00393    0.00037 
    0.0900    0.00447    0.00044 
    0.1000    0.00483    0.00026 
    0.1100    0.00444    0.00026 
    0.1200    0.00435    0.00044 
    0.1300    0.00444    0.00032 
    0.1400    0.00443    0.00026 
    0.1500    0.00468    0.00029 
    0.1600    0.00499    0.00030 
    0.1700    0.00483    0.00029 
    0.1800    0.00470    0.00029 
    0.1900    0.00466    0.00030 
    0.2000    0.00467    0.00033 
    0.2100    0.00484    0.00107 
    0.3000    0.00610    0.00055 
    0.3100    0.00621    0.00039 
    0.3200    0.00614    0.00023 
    0.3300    0.00619    0.00024 
    0.3400    0.00618    0.00019 
    0.3500    0.00624    0.00017 
    0.3600    0.00622    0.00019 
    0.3700    0.00628    0.00018 
    0.3800    0.00627    0.00025 
    0.3900    0.00659    0.00034 
    0.4000    0.00662    0.00029 
    0.4100    0.00653    0.00028 
    0.4200    0.00647    0.00025 
    0.4300    0.00653    0.00033 
    0.4400    0.00655    0.00025 
    0.4500    0.00653    0.00020 
    0.4600    0.00650    0.00018 
    0.4700    0.00658    0.00017 
    0.4800    0.00653    0.00017 
    0.4900    0.00616    0.00013 
    0.5000    0.00618    0.00014 
    0.5100    0.00624    0.00013 
    0.5200    0.00627    0.00021 
    0.5300    0.00634    0.00018 
    0.5400    0.00633    0.00016 
    0.5500    0.00634    0.00015 
    0.5600    0.00629    0.00020 
    0.5700    0.00620    0.00026 
    0.5900    0.00557    0.00023 
    0.6000    0.00536    0.00015 
    0.6100    0.00521    0.00022 
    0.6200    0.00505    0.00030 
    0.7500   -0.00016    0.00001 
    0.7600   -0.00016    0.00001 
    0.7800   -0.00022    0.00001 
    0.7900   -0.00025    0.00001 
    0.8000   -0.00033    0.00001 
    0.8100   -0.00038    0.00001 
    0.8200   -0.00046    0.00001 
    0.8300   -0.00055    0.00001 
    0.8400   -0.00063    0.00002 
    0.8500   -0.00071    0.00003 
    0.8600   -0.00078    0.00002 
    0.8700   -0.00089    0.00002 
    0.8800   -0.00099    0.00002 
    0.8900   -0.00108    0.00003 
    0.9000   -0.00123    0.00003 
    0.9100   -0.00129    0.00003 
    0.9200   -0.00136    0.00003 
    0.9300   -0.00139    0.00003 
    0.9400   -0.00138    0.00003 
    0.9500   -0.00144    0.00005 
    0.9600   -0.00144    0.00004 
    0.9700   -0.00146    0.00004 
    0.9800   -0.00146    0.00004 
    0.9900   -0.00140    0.00004 
    1.0000   -0.00135    0.00004 
    1.0100   -0.00125    0.00004 
    1.0200   -0.00118    0.00004 
    1.0300   -0.00109    0.00004 
    1.0400   -0.00096    0.00005 
    1.0500   -0.00083    0.00003 
    1.0600   -0.00073    0.00003 
    1.0700   -0.00061    0.00003 
    1.0800   -0.00048    0.00004 
    1.0900   -0.00038    0.00004 
    1.1500    0.00049    0.00004 
    1.1600    0.00061    0.00004 
    1.1700    0.00073    0.00003 
    1.1800    0.00074    0.00003 
    1.1900    0.00081    0.00003 
    1.2000    0.00090    0.00003 
    1.2100    0.00098    0.00003 
    1.2200    0.00104    0.00003 
    1.2300    0.00113    0.00003 
    1.2400    0.00119    0.00003 
    1.2500    0.00127    0.00003 
    1.2600    0.00136    0.00003 
    1.2700    0.00139    0.00004 
    1.2800    0.00144    0.00004 
    1.2900    0.00151    0.00005 
    1.3000    0.00151    0.00005 
    1.3100    0.00157    0.00005 
    1.3200    0.00159    0.00005 
    1.3300    0.00165    0.00004 
    1.3400    0.00169    0.00004 
    1.3500    0.00174    0.00004 
    1.3600    0.00178    0.00004 
    1.3700    0.00183    0.00005 
    1.3800    0.00187    0.00004 
    1.3900    0.00191    0.00004 
    1.4000    0.00195    0.00004 
    1.4100    0.00197    0.00003 
    1.4200    0.00198    0.00004 
    1.4300    0.00202    0.00004 
    1.4400    0.00207    0.00004 
    1.4500    0.00208    0.00005 
    1.4600    0.00212    0.00005 
    1.4700    0.00211    0.00005 
    1.4800    0.00214    0.00004 
    1.4900    0.00216    0.00004 
    1.5000    0.00218    0.00004 
    1.5100    0.00219    0.00004 
    1.5200    0.00222    0.00004 
    1.5300    0.00225    0.00005 
    1.5400    0.00224    0.00004 
    1.5500    0.00223    0.00005 
    1.5600    0.00228    0.00006 
    1.5700    0.00223    0.00010 
