t pos
1.3150245415656703 0.0005
1.4138083007833222 0.0005184398054516621
1.5125920600009741 0.0005362458985889908
1.6113758192186263 0.0005534794446321124
1.7101595784362782 0.0005701923600917754
1.8089433376539301 0.0005864291597318349
1.9077270968715823 0.0006022283547463896
2.006510856089234 0.0006176235286461328
2.105294615306886 0.0006326441772545272
2.204078374524538 0.0006473163731057749
2.30286213374219 0.0006616632971289642
2.4016458929598423 0.0006757056686489534
2.500429652177494 0.0006894620965079127
2.599213411395146 0.0007029493683031827
2.697997170612798 0.0007161826905717568
2.79678092983045 0.0007291758897216487
2.895564689048102 0.0007419415812772021
2.994348448265754 0.000754491313339572
3.093132207483406 0.0007668356889071017
3.1919159667010577 0.0007789844707427657
3.29069972591871 0.0007909466717390901
3.389483485136362 0.0008027306331590325
3.488267244354014 0.0008143440926835894
3.587051003571666 0.0008257942438437166
3.6858347627893178 0.0008370877881334626
3.7846185220069697 0.0008482309808766301
3.8834022812246216 0.0008592296717384049
3.9821860404422735 0.0008700893406268371
4.0809697996599255 0.0008808151296096142
4.179753558877578 0.0008914118713736983
4.27853731809523 0.0009018841146747823
4.377321077312882 0.0009122361471567948
4.476104836530533 0.0009224720158661888
4.5748885957481855 0.0009325955457394098
4.673672354965838 0.0009426103563030404
4.772456114183489 0.0009525198767933937
4.871239873401141 0.0009623273598746214
4.970023632618794 0.0009720358941109204
5.068807391836446 0.0009816484153284074
5.167591151054097 0.000991167716985138
5.266374910271749 0.001000596459653085
5.365158669489402 0.0010099371797032948
5.463942428707053 0.0010191922972745634
5.562726187924705 0.0010283641235965786
5.661509947142358 0.0010374548677303107
5.7602937063600095 0.001046466642781352
5.859077465577661 0.001055401471635714
5.957861224795312 0.0010642612922621907
6.056644984012966 0.0010730479626206582
6.155428743230617 0.001081763265211526
6.254212502448269 0.0010904089112978945
6.352996261665922 0.0010989865448287422
6.451780020883573 0.0011074977460886204
6.550563780101225 0.0011159440350968013
6.649347539318876 0.0011243268747765877
6.74813129853653 0.0011326476739134928
6.846915057754181 0.0011409077899192392
